keyword,position,product_id,title,author_name,price,sales,rating,review_count,category,subcategory,software_version,framework,file_types,last_updated
perfex module,367,50229387,Project Sprints Management for Perfex,flexibyte88,39.0,49,,,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2025-08-06
perfex module,368,35742698,Paytm Payment Gateway Plugin for Perfex CRM,DelgonTechnologies,29.0,10,,,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"HTML, PHP",2024-03-22
perfex module,369,24315892,Skrill Payment Gateway Integration for Perfex CRM,themesic,49.0,16,,,php-scripts,add-ons,PHP 7.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-05-04
perfex module,370,54038935,Login Attempt Guard for Perfex CRM,Hopperstack,29.0,18,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2024-09-05
perfex module,371,58315556,"Perfex CRM Payment Gateway Bundle – PayU, CoinGate, Shift4",codeonstring,29.0,1,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JSON, HTML, CSS, PHP",2025-09-29
perfex module,372,48619366,Flexible Backup & Restore Module for Rise CRM,corbitaltech,29.0,81,4.55,11,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2024-10-02
perfex module,373,48680733,SynthAI - AI Module For Rise CRM,lenzcreativee,79.0,36,,,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x, Other",CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2023-10-16
perfex module,374,24620910,GoCardless Payment Gateway Integration for Perfex CRM,themesic,49.0,111,5.0,3,php-scripts,add-ons,PHP 7.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-07-09
perfex module,375,59512445,Anna – AI Copilot & MCP Integration for Perfex CRM,designingmedia,134.0,27,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2026-07-15
perfex module,376,48685403,Task Templates for Perfex CRM,qualifinic,21.0,155,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, PHP",2024-09-15
perfex module,377,61447954,Offline Banking for Perfex CRM,PHPLABOR,49.0,6,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, CSS, PHP",2026-02-20
perfex module,378,50226819,Yearly Activity Report For Perfex CRM,halilaltndg,34.0,33,,,php-scripts,add-ons,"PHP 8.x, MySQL 5.x - 8.x",CodeIgniter,PHP,2025-01-13
perfex module,379,58558714,SaaS module for Concord - Transform your CRM into a Powerful Multi-Tenancy Solution,themesic,89.0,55,5.0,3,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x, Other",Laravel,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2026-07-09
perfex module,380,58558685,Invoicing & Smart Billing Module for Concord CRM,themesic,49.0,28,4.2,5,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x, Other",Laravel,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2026-07-09
perfex module,381,54839892,Shortly - Perfex URL Shortener,flexibyte88,49.0,28,3.67,3,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2025-01-31
perfex module,382,58558594,"Google Workspace Integration Module for Concord CRM - Google Drive, Sheets, Docs, Forms & Slides",themesic,49.0,21,4.0,4,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x, Other",Laravel,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2026-07-09
perfex module,383,58558546,Custom SMS module for Concord CRM - Automated and On-demand Messages,themesic,49.0,20,5.0,3,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x, Other",Laravel,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-09
perfex module,384,58558629,Assets Management Module for Concord CRM - Manage Company and Customer Assets,themesic,49.0,11,5.0,4,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x, Other",Laravel,"JavaScript JS, JavaScript JSON, HTML, XML, CSS, PHP, SQL",2026-07-09
perfex module,385,49053979,XML Toolkit With E-Invoice export for Perfex CRM .,Techy4m,39.0,96,3.5,8,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"HTML, XML, PHP, Layered PNG",2025-03-05
perfex module,386,49952430,Flexible Keep In Touch For Perfex,flexibyte88,39.0,63,,,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2023-12-21
perfex module,387,54473299,MeetLink Manager for Perfex CRM,Hopperstack,29.0,27,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2024-09-24
perfex module,388,52358890,Xrise Admin/Staff Mobile App for Rise CRM,xessglobal,59.0,27,,,mobile,flutter/full-applications,Flutter 3.x,,"Dart, YAML, PHP, HTML",2024-09-19
perfex integration,1,30494100,Perfex integration with LexOffice,by8e,35.0,44,2.0,4,php-scripts,add-ons,PHP 7.x,CodeIgniter,PHP,2025-01-09
perfex integration,2,64257372,Perfex MCP - AI Integration Bridge for Perfex CRM,flexibyte88,69.0,4,,,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-19
perfex integration,3,25421122,WordFex - Smart WordPress to Perfex CRM Integration,themesic,49.0,240,4.83,6,wordpress,ecommerce/woocommerce/marketing,WordPress 5.3.x - 5.8.x,,"HTML, PHP",2026-05-04
perfex integration,4,61264795,TallySync – Tally Forms to Perfex CRM Integration,LiquidApps,15.0,3,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2025-12-29
perfex integration,5,54061000,AWS S3 Integration for Perfex CRM,ManissDev,19.0,93,5.0,6,php-scripts,add-ons,"PHP 8.x, MySQL 5.x - 8.x",CodeIgniter,"HTML, PHP, SQL",2026-03-01
perfex integration,6,56043834,Quickbooks Integration module for Perfex CRM,GreenTech_Solutions,79.0,43,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-28
perfex integration,7,61902641,API Integration Manager Module for Perfex CRM,codeonstring,59.0,10,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP",2026-02-09
perfex integration,8,61099524,PEPPOL Integration Module for Perfex CRM,ulutfa,99.0,10,,,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-06-16
perfex integration,9,56043855,Xero Integration module for Perfex CRM,GreenTech_Solutions,79.0,23,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-28
perfex integration,10,62254658,Tawk.to Live Chat Integration for Perfex CRM,Hopperstack,29.0,3,,,php-scripts,add-ons,PHP 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-03-05
perfex integration,11,56043884,Zoho Integration module for Perfex CRM,GreenTech_Solutions,79.0,23,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-30
perfex integration,12,58758720,Perfex GO - Native Mobile App Integration for Perfex CRM,designingmedia,149.0,47,4.8,5,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2026-04-04
perfex integration,13,38264682,Indiamart Leads Integration Module for Perfex CRM,sejalinfotech,30.0,59,4.2,5,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-08-03
perfex integration,14,38690826,WhatsApp Cloud API Business Integration module for Perfex CRM,themesic,59.0,434,4.0,17,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-07-10
perfex integration,15,61063858,FreeAgent Integration Module for Perfex CRM,zegapps,55.0,1,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-01-18
perfex integration,16,59512445,Anna – AI Copilot & MCP Integration for Perfex CRM,designingmedia,134.0,27,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2026-07-15
perfex integration,17,24620910,GoCardless Payment Gateway Integration for Perfex CRM,themesic,49.0,111,5.0,3,php-scripts,add-ons,PHP 7.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-07-09
perfex integration,18,56043828,Freshbooks Integration module for Perfex CRM,GreenTech_Solutions,79.0,7,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-28
perfex integration,19,61043239,GoCardless Workflow Integration Module for Perfex CRM,zegapps,50.0,2,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2025-12-10
perfex integration,20,45916466,Customers REST API - Third-Party Integration for Perfex CRM,themesic,59.0,157,5.0,5,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-07-10
perfex integration,21,46175176,Stripe SEPA Direct Debit Gateway Integration for Perfex,themesic,59.0,79,5.0,7,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, PHP",2026-07-09
perfex integration,22,56043842,Sage Accounting Integration module for Perfex CRM,GreenTech_Solutions,79.0,12,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-28
perfex integration,23,60043797,Wasabi Cloud Storage Integration for Perfex CRM,Bottal,29.0,2,,,php-scripts,add-ons,PHP 8.x,CodeIgniter,"HTML, PHP",2025-10-02
perfex integration,24,27111428,"QuickBooks Integration module for Perfex CRM - Sync Invoices, Payments & Expenses",themesic,59.0,252,5.0,5,php-scripts,add-ons,PHP 7.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-09
perfex integration,25,24625109,Mercado Pago Payment Gateway Integration for Perfex CRM,themesic,49.0,79,4.0,4,php-scripts,add-ons,PHP 7.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-05-04
perfex integration,26,61450519,Perfex CRM Webhooks & n8n Automation Module – Real-Time Workflow Integration,corbitaltech,39.0,25,,,php-scripts,add-ons,"PHP 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, JavaScript JSON, PHP",2026-05-09
perfex integration,27,39375783,Email Marketing & SMS Marketing Integration For Perfex CRM,imjol,19.0,79,,,php-scripts,add-ons,PHP 8.x,,PHP,2024-02-26
perfex integration,28,24211160,myPOS Payment Gateway Integration for Perfex CRM,themesic,49.0,22,,,php-scripts,add-ons,PHP 7.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-05-04
perfex integration,29,24695112,BitPay Payment Gateway Integration for Perfex CRM,themesic,49.0,27,,,php-scripts,add-ons,PHP 7.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-05-04
perfex integration,30,47659280,Tradeindia Leads Integration Module For Perfex CRM,sejalinfotech,30.0,5,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-08-03
perfex integration,31,25269490,"Chat Support Module - WhatsApp, Messenger & Viber Integration for Perfex CRM",themesic,49.0,145,5.0,3,php-scripts,add-ons,PHP 7.x,CodeIgniter,"JavaScript JS, HTML, PHP",2026-05-04
perfex integration,32,24315892,Skrill Payment Gateway Integration for Perfex CRM,themesic,49.0,16,,,php-scripts,add-ons,PHP 7.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-05-04
perfex integration,33,53297436,"Google Workspace Integration module for Perfex CRM - Google Drive, Sheets, Docs, Forms & Slides",themesic,59.0,268,4.43,7,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2026-07-08
perfex integration,34,62458373,KRA eTIMS Integration Module for Perfex CRM – Kenya Tax Invoice Compliance,ulutfa,99.0,1,,,php-scripts,add-ons,PHP 8.x,CodeIgniter,"JavaScript JS, PHP",2026-06-22
perfex integration,35,23980227,Google Analytics Integration module for Perfex CRM - Smart Traffic Insights,themesic,39.0,85,,,php-scripts,add-ons,PHP 7.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-05-04
perfex integration,36,23994943,Facebook Pixel Integration module for Perfex CRM - Smart Conversion Tracking,themesic,39.0,41,,,php-scripts,add-ons,PHP 7.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-05-04
perfex integration,37,59692795,WHMCS Connector & Smart Data Synchronization for Perfex CRM,themesic,49.0,22,5.0,3,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x, Other",CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2026-07-09
perfex integration,38,64235819,PWA & Push Notifications Module for Perfex CRM,codeonstring,19.0,11,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP",2026-07-19
perfex integration,39,24025081,Perfex CRM Custom JS Module,i-Dev,32.0,159,,,php-scripts,add-ons,PHP 7.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2019-11-09
perfex integration,40,53317745,Zapier module for Perfex CRM - Workflow Automation,themesic,59.0,176,5.0,5,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-09
perfex integration,41,56303965,Square Payment Gateway for Perfex CRM,Hopperstack,49.0,22,4.67,3,php-scripts,add-ons,PHP 8.x,CodeIgniter,"JavaScript JS, HTML, PHP, SQL",2025-01-16
perfex integration,42,55055074,Appointment Module for Perfex CRM,zonvoir,40.0,101,,,php-scripts,add-ons,PHP 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2025-07-28
perfex integration,43,38350010,Webhooks Automation Module for Perfex CRM,themesic,59.0,634,4.75,8,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-07-27
perfex integration,44,59910286,Workflow Automation module for Perfex CRM,GreenTech_Solutions,99.0,81,5.0,3,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-26
perfex integration,45,60316494,Whiteboard Module for Perfex CRM,codeonstring,29.0,14,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP",2026-04-26
perfex integration,46,51098916,Purchase Order Module for Perfex CRM,ulutfa,49.0,55,,,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-03-11
perfex integration,47,63500400,News Feed Module For Perfex CRM,sejalinfotech,25.0,2,,,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-08-03
perfex integration,48,47832723,ImportSync - CSV Mapping For Perfex CRM,lenzcreativee,69.0,74,,,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2026-05-09
perfex integration,49,62992413,Perfex Visual Designer – Real-Time UI Styling Tool,codeonstring,29.0,2,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP",2026-04-18
perfex integration,50,58649191,"Perfex CRM Payment Gateway Bundle – Adyen, Klarna, SumUp",codeonstring,29.0,6,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP",2025-07-05
perfex integration,51,59361564,Website Uptime Monitor for Perfex CRM – Real-Time Website Tracking & Status Pages,Hopperstack,59.0,17,,,php-scripts,add-ons,PHP 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-04-24
perfex integration,52,61500332,Mattermost Notifications Module for Perfex CRM,zegapps,44.0,0,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-01-15
perfex integration,53,51504146,BannerCraft - Dynamic Banner Management & News Ticker Module for Perfex CRM,corbitaltech,29.0,61,4.9,10,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2025-01-02
perfex integration,54,62331077,Media Library & File Manager for Perfex CRM,unique_coder,28.0,6,,,php-scripts,add-ons,PHP 8.x,CodeIgniter,"JavaScript JS, JavaScript JSON, PHP, SQL",2026-03-13
perfex integration,55,58358414,Iyzipay Payment Gateway for Perfex CRM,JDevStudio,29.0,3,,,php-scripts,add-ons,PHP 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2025-06-01
perfex integration,56,60590690,FlexiNote for Perfex CRM,polyxgo,34.0,40,5.0,3,php-scripts,add-ons,"PHP 8.x, MySQL 8.x",CodeIgniter,"JavaScript JS, CSS, PHP",2026-05-05
perfex integration,57,52698607,Glofex Clients Mobile APP for perfex,xessglobal,45.0,6,,,mobile,flutter/full-applications,Flutter 3.x,,"Dart, YAML, PHP",2025-01-22
perfex integration,58,54272663,Expense Subcategory Module For Perfex CRM,halilaltndg,29.0,35,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS",2025-09-27
perfex integration,59,42314050,MailChimp Module for Perfex CRM,zonvoir,30.0,44,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2023-01-18
perfex integration,60,50095991,Affiliate Module for Perfex CRM - Simple and Effective,ulutfa,49.0,76,,,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, PHP, SQL",2025-10-23
perfex integration,61,58896062,Login as Staff or Customers – Impersonation Module for Perfex CRM,codeonstring,29.0,55,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP",2025-12-03
perfex integration,62,58629456,Business Bundle Modules for Perfex CRM,flexibyte88,199.0,3,,,php-scripts,add-ons,"PHP 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, Sass, PHP, SQL",2025-06-21
perfex integration,63,57443179,PhonePe Payment Gateway for Perfex CRM,Hopperstack,29.0,0,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2025-04-01
perfex integration,64,62053398,Scheduled Maintenance Mode for Perfex CRM,codeonstring,19.0,4,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JSON, HTML, CSS, PHP",2026-02-20
perfex integration,65,58054103,Promo Codes & Discount Module for Perfex CRM with Client Segment Export,ulutfa,49.0,16,,,php-scripts,add-ons,"PHP 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, PHP",2025-11-13
perfex integration,66,52769004,Flutex - Perfex CRM Admin/Staff Mobile App for Android & IOS | Flutter App with API Module Included,Branditta,69.0,159,3.38,8,mobile,flutter/full-applications,Flutter 3.x,,"Dart, YAML, JavaScript JSON, .java, .kotlin, .plist",2025-10-14
perfex integration,67,28889201,Zoom Meeting Manager,i-Dev,49.0,194,4.2,5,php-scripts,add-ons,PHP 8.x,CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2025-06-24
perfex integration,68,62517563,Cloud Storage Module for Perfex CRM – S3 Compatible Sync and Active Upload,ulutfa,99.0,5,,,php-scripts,add-ons,"PHP 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-06-01
perfex integration,69,51099618,Delivery Note Module for Perfex CRM,ulutfa,59.0,97,5.0,6,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-02
perfex integration,70,51719799,Glofex Admin/Employee Mobile APP for perfex,xessglobal,49.0,39,4.0,4,mobile,flutter,Flutter 3.x,,"Dart, YAML, JavaScript JSON, .plist, .swift, PHP, HTML",2025-05-10
perfex integration,71,54022516,SMS Management Module for Perfex CRM,halilaltndg,34.0,45,5.0,5,php-scripts,add-ons,"PHP 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, PHP",2025-07-24
perfex integration,72,58315556,"Perfex CRM Payment Gateway Bundle – PayU, CoinGate, Shift4",codeonstring,29.0,1,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JSON, HTML, CSS, PHP",2025-09-29
perfex integration,73,52004114,WhatsApp Official Cloud API Chat & Marketing Automation module for Perfex CRM,themesic,59.0,425,3.67,15,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-07-09
perfex integration,74,53352209,Custom SMS Gateway module for Perfex CRM,themesic,49.0,38,4.67,3,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-09
perfex integration,75,25623248,Facebook & Instagram Leads Synchronization module for Perfex CRM - Marketing Automation for Meta Ads,themesic,59.0,617,4.43,7,php-scripts,add-ons,PHP 7.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-09
perfex integration,76,58656663,FexCall – Smart AI Call Assistant & Lead Automation Module for Perfex CRM,designingmedia,99.0,51,5.0,6,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP, SQL",2026-03-13
perfex integration,77,33111828,Aircall.io ® module for Perfex crm,by8e,30.0,23,,,php-scripts,add-ons,PHP 7.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2021-07-24
perfex integration,78,49922588,Perfex SaaS Bundle - Multi-Tenancy & Automation,themesic,249.0,70,4.2,5,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP, SQL",2026-07-09
perfex integration,79,28895343,"XERO module for Perfex CRM - Synchronize Invoices, Payments",by8e,45.0,57,4.0,4,php-scripts,add-ons,"PHP 8.x, MySQL 8.x",CodeIgniter,"JavaScript JS, HTML, XML, CSS",2024-12-05
perfex integration,80,61372175,"FormSync – Automated Form to Lead, Customer & Ticket Sync for Perfex CRM",LiquidApps,39.0,31,,,php-scripts,add-ons,PHP 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-03-07
perfex integration,81,62595906,Gym Management Module for Perfex CRM,Hopperstack,59.0,3,,,php-scripts,add-ons,PHP 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-05-04
perfex integration,82,59253668,Passkey Login Module for Perfex CRM,codeonstring,29.0,15,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, PHP",2025-09-28
perfex integration,83,58739983,"2FA Authenticator Module for Perfex CRM – Compatible with Google, Microsoft, Authy & More",codeonstring,29.0,32,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP",2025-07-03
perfex integration,84,27515681,QuickBooks® Online Module for Perfex CRM - Real Time and Scheduled Synchronization,Swivernet,49.0,150,3.75,8,php-scripts,add-ons,PHP 7.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2023-02-20
perfex integration,85,61856054,Smart Address Autofill for Perfex CRM,devzoneit,39.0,3,,,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-06-10
perfex integration,86,55692143,PayMoney - Perfex Crm Payment Addon,techvillage1,119.0,5,,,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",Laravel,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP",2026-05-22
perfex integration,87,29084049,SAGE® Module for Perfex CRM,by8e,35.0,34,,,php-scripts,add-ons,PHP 5.6,CodeIgniter,"JavaScript JS, HTML, CSS",2020-10-24
perfex integration,88,58607295,LoginFlow – Otpless for Perfex CRM,Hopperstack,29.0,2,,,php-scripts,add-ons,PHP 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2025-06-19
perfex integration,89,51516561,Share / Hide Task Comments Module for Perfex CRM,UnlimitechDev,22.0,11,,,plugins,miscellaneous,PHP 7.x - 8.0.x,,"JavaScript JS, CSS, PHP, JavaScript JS, CSS",2025-01-15
perfex integration,90,47020035,Page Builder Pro for Perfex CRM with Landing Page Control,ulutfa,49.0,109,2.25,8,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-02-03
perfex integration,91,62256564,Whereby Meetings Module for Perfex CRM,Hopperstack,39.0,1,,,php-scripts,add-ons,PHP 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-03-06
perfex integration,92,49908170,Project Management & Freelancer Business Modules Bundle for Perfex CRM,themesic,199.0,25,4.33,6,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, XML, CSS, PHP, SQL",2026-07-09
perfex integration,93,25236502,Flutterwave Payment Gateway for Perfex CRM,Techy4m,39.0,23,5.0,4,php-scripts,add-ons,PHP 7.x,CodeIgniter,PHP,2024-11-06
perfex integration,94,58344793,Paddle Payment Gateway for Perfex CRM,JDevStudio,29.0,0,,,php-scripts,add-ons,PHP 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2025-05-31
perfex integration,95,58503519,SSLCommerz Payment Gateway for Perfex CRM,Bottal,29.0,2,,,php-scripts,add-ons,PHP 8.x,CodeIgniter,"HTML, PHP",2025-06-12
perfex integration,96,54836716,Client One-Time Password Module For Perfex CRM,halilaltndg,29.0,25,,,php-scripts,add-ons,PHP 7.x - 8.x,CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2024-12-22
perfex integration,97,53052338,"WhatsBot - WhatsApp Marketing, Bot, Chat & AI Personal Assistant Module for Perfex CRM",corbitaltech,59.0,399,4.69,36,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, JavaScript JSON, HTML, CSS, PHP",2026-05-06
perfex integration,98,63011268,Image Editor Module For Perfex CRM,sejalinfotech,20.0,0,,,php-scripts,add-ons,"PHP 7.x - 8.x, MySQL 5.x - 8.x",CodeIgniter,"JavaScript JS, HTML, CSS, PHP",2026-08-03
